course,institution,category
Craft Certificate In Roads and Bridges Construction,The Eldoret National Polytechnic,certificate
Craft Certificate in Sales and Marketing,Aldai Technical Training Institute,certificate
Craft Certificate in Sales and Marketing,Godoma Technical Training Institute,certificate
Craft Certificate in Scaffolding Technology,Kabete National Polytechnic,certificate
Craft Certificate in Science Laboratory Technician,Endebess Technical Training Institute,certificate
Craft Certificate in Science Laboratory Technology,Kabete National Polytechnic,certificate
Craft Certificate in Science Laboratory Technology,The Eldoret National Polytechnic,certificate
Craft Certificate In Secretarial and Single Subject,The Eldoret National Polytechnic,certificate
Craft Certificate in Secretarial Studies,Skynet Business College - Nairobi Campus,certificate
Craft Certificate in Secretarial Studies,The Eldoret National Polytechnic,certificate
Craft Certificate in Secretarial Studies (Modular),Friends National Polytechnic Kaimosi,certificate
Craft Certificate in Secretarial Studies Module 1,Eldama Ravine Technical And Vocational College,certificate
Craft certificate in Social Work,Kakrao Technical and Vocational College,certificate
Craft Certificate in Social Work & Community Development,Kabete National Polytechnic,certificate
Craft Certificate in Social Work & Community Development,Bunyala Technical and Vocational College,certificate
Craft Certificate in Social Work and Community Development,Aldai Technical Training Institute,certificate
Craft Certificate in Social Work and Community Development,Bumbe Technical Training Institute,certificate
Craft Certificate in Social Work and Community Development,The Eldoret National Polytechnic,certificate
Craft Certificate in Social Work and Community Development,Emining Technical Training Institute,certificate
Craft Certificate in Social Work and Community Development,Godoma Technical Training Institute,certificate
Craft Certificate in Solar PV Installation,Bumbe Technical Training Institute,certificate
Craft Certificate in Storekeeping Management,Bumbe Technical Training Institute,certificate
Craft Certificate in Supply Chain Management,Kabete National Polytechnic,certificate
Craft Certificate in Supply Chain Management,Aldai Technical Training Institute,certificate
Craft Certificate in Supply Chain Management,Kiminini Technical and Vocational Training College,certificate
Craft Certificate in Supply Chain Management,Bumbe Technical Training Institute,certificate
Craft Certificate in Supply Chain Management,The Eldoret National Polytechnic,certificate
Craft Certificate in Supply Chain Management,Emining Technical Training Institute,certificate
Craft Certificate in Supply Chain Management,Godoma Technical Training Institute,certificate
Craft Certificate in Supply Chain Management Module 1,Eldama Ravine Technical And Vocational College,certificate
Craft Certificate in Sustainable Agriculture,Kabete National Polytechnic,certificate
Craft Certificate in Sustainable Agriculture for Rural Development,Aldai Technical Training Institute,certificate
Craft Certificate In Tannery and Leather Works,The Eldoret National Polytechnic,certificate
Craft Certificate in Telecommunication Engineering,Kenya Coast National Polytechnic,certificate
Craft Certificate In Tour Guiding And Operation,The Eldoret National Polytechnic,certificate
Craft Certificate In Tour Guiding And Travel Operations,Godoma Technical Training Institute,certificate
Craft Certificate in Tourism Operations,Kenya Coast National Polytechnic,certificate
Craft Certificate In Water Engineering,The Eldoret National Polytechnic,certificate
Craft Certificate In Water Engineering,Kakrao Technical and Vocational College,certificate
Craft Certificate in Welding & Fabrication,Kabete National Polytechnic,certificate
Craft Certificate in Welding & Fabrication,Ebukanga Technical And Vocational College,certificate
Craft Certificate in Welding And Fabrication,Bumbe Technical Training Institute,certificate
Craft Certificate in Welding And Fabrication,Chuka Technical and Vocational College,certificate
Craft Certificate in Welding And Fabrication,The Eldoret National Polytechnic,certificate
Craft Certificate in Welding And Fabrication,Emining Technical Training Institute,certificate
Craft Certificate in Welding And Fabrication,Friends National Polytechnic Kaimosi,certificate
Craft Certificate in Welding And Fabrication,Godoma Technical Training Institute,certificate
Craft Certificate Marine Engineering,Bandari Maritime Academy,certificate
Craft Certification in Automotive Engineering,Nairobi Technical Training Institute - Nairobi,certificate
Craft Certification in Motor Vehicle Mechanics,Nairobi Technical Training Institute - Nairobi,certificate
Craft in Accounting and Management Sciences (CAMS),Baringo Technical College,certificate
Craft in Agricultural Engineering,Endebess Technical Training Institute,certificate
Craft in Agriculture,Baringo Technical College,certificate
Craft in Building Technology,Baringo Technical College,certificate
Craft in Building Technology,Endebess Technical Training Institute,certificate
Craft in Business Management,Baringo Technical College,certificate
Craft in Co-operative Management,Baringo Technical College,certificate
Craft in Computerised Secreterial,Baringo Technical College,certificate
Craft in Electrical and Electrical Engineering (Telecommunications option),Kitale Technical Training Institute - Kitale,certificate
Craft in Electrical and Electronic Engineering (power option),Kitale Technical Training Institute - Kitale,certificate
Craft in Electrical and Electronic Engineering (power option),Baringo Technical College,certificate
Craft in Electrical and Electronic Engineering (Telecommunication Option),Baringo Technical College,certificate
"Craft in Electrical and Electronics Engineering (Telecommunication,Power,Instrumentation options)",Coast Institute of Technology - Voi,certificate
Craft in Food & Beverage,Chanzeywe Technical And Vocational College,certificate
Craft in Garment Making,Kenya Industrial Training Institute - Nakuru - Solai Road,certificate
Craft in Human Resource Management,Baringo Technical College,certificate
Craft in Information Communication Technology,Baringo Technical College,certificate
Craft in Land Survey,Baringo Technical College,certificate
Craft in Mechanical Engineering,Baringo Technical College,certificate
Craft in Mechanical Engineering (Automotive option),Coast Institute of Technology - Voi,certificate
Craft in Mechanical Engineering (Mod I & II),Sagana Training Technical Institute - Sagana Training Technical Institute,certificate
Craft in Mechanical Engineering (Mod I & II),Rift Valley Technical Training Institute - Eldoret,certificate
Craft in Mechanical Engineering (Production option),Coast Institute of Technology - Voi,certificate
Craft in Medical Laboratory Technology,Sagana Training Technical Institute - Sagana Training Technical Institute,certificate
Craft in Medical Laboratory Technology,Rift Valley Technical Training Institute - Eldoret,certificate
Craft in Motor Vehicle Mechanic,Endebess Technical Training Institute,certificate
Craft in Motor Vehicle Mechanic  Module I & II,Sagana Training Technical Institute - Sagana Training Technical Institute,certificate
Craft in Motor Vehicle Mechanic  Module I & II,Rift Valley Technical Training Institute - Eldoret,certificate
Craft in Plumbing,Baringo Technical College,certificate
Craft in Social Work and Community Development,Baringo Technical College,certificate
Craft in Supply Chain Management,Baringo Technical College,certificate
Craft in Welding and Fabrication,Endebess Technical Training Institute,certificate
Crash course in baking,Emma Daniel Arts Training Institute - Roysambu,certificate
Dholuo Language,Kenyatta University - KU/KIST,certificate
"DICT - Level I, II, III",Kenya Institute of Development Studies - Tumaini House - Main Campus,certificate
"DICT - Level I, II, III",Kenya Institute of Development Studies - Naivasha Campus - Oserian Estate,certificate
Diploma Course in Kenya Registered Community Health Nursing,North Coast Medical Training College - Bomani/Kikambala Campus,certificate
Diploma in  in Air Travel and Cabin Crew,Beam International Training Centre - Development house Campus,certificate
Diploma in  in Air Travel and Cabin Crew,Beam International Training Centre - Jasho House Campus,certificate
Diploma in  in Air Travel and Cabin Crew,Beam International Training Centre - Kisii Campus,certificate
Diploma in  in Air Travel and Cabin Crew,Beam International Training Centre - Kitengela Campus,certificate
Diploma in  in Computer Science Maintenance and Engineering,Beam International Training Centre - Development house Campus,certificate
Diploma in  in Computer Science Maintenance and Engineering,Beam International Training Centre - Kisii Campus,certificate
Diploma in  in Computer Science Maintenance and Engineering,Beam International Training Centre - Kitengela Campus,certificate
Diploma in  in Computer Science Maintenance and Engineering,Beam International Training Centre - Jasho House Campus,certificate
"Diploma in  in Cookery,Pastry and Baking",Beam International Training Centre - Development house Campus,certificate
"Diploma in  in Cookery,Pastry and Baking",Beam International Training Centre - Jasho House Campus,certificate
"Diploma in  in Cookery,Pastry and Baking",Beam International Training Centre - Kisii Campus,certificate
"Diploma in  in Cookery,Pastry and Baking",Beam International Training Centre - Kitengela Campus,certificate
Diploma in  in Counselling Psychology,Beam International Training Centre - Kitengela Campus,certificate
Diploma in  in Counselling Psychology,Beam International Training Centre - Kisii Campus,certificate
Diploma in  in Counselling Psychology,Beam International Training Centre - Jasho House Campus,certificate
Diploma in  in Counselling Psychology,Beam International Training Centre - Development house Campus,certificate
Diploma in  in Mechanical/Automotive Engineering,Beam International Training Centre - Development house Campus,certificate
Diploma in  in Mechanical/Automotive Engineering,Beam International Training Centre - Jasho House Campus,certificate
Diploma in  in Mechanical/Automotive Engineering,Beam International Training Centre - Kisii Campus,certificate
Diploma in  in Mechanical/Automotive Engineering,Beam International Training Centre - Kitengela Campus,certificate
Diploma in  in VCT Voluntary Guiding and Counselling,Beam International Training Centre - Development house Campus,certificate
Diploma in  in VCT Voluntary Guiding and Counselling,Beam International Training Centre - Jasho House Campus,certificate
Diploma in  in VCT Voluntary Guiding and Counselling,Beam International Training Centre - Kisii Campus,certificate
Diploma in  in VCT Voluntary Guiding and Counselling,Beam International Training Centre - Kitengela Campus,certificate
Diploma in Account and Finance,Thika College of Banking and Accountancy - Nairobi Campus,certificate
Diploma in Account and Finance,Thika College of Banking and Accountancy - Thika Campus,certificate
"Diploma in Accountancy,Accounting and Finance",Beam International Training Centre - Development house Campus,certificate
"Diploma in Accountancy,Accounting and Finance",Beam International Training Centre - Jasho House Campus,certificate
"Diploma in Accountancy,Accounting and Finance",Beam International Training Centre - Kisii Campus,certificate
"Diploma in Accountancy,Accounting and Finance",Beam International Training Centre - Kitengela Campus,certificate
Diploma in Accounting Softwares,Graffins College - Westlands Campus,certificate
Diploma in Accounting Softwares,Graffins College - Moi Avenue Campus,certificate
Diploma in Air Travel Operations/Computerized Tourism Management (Consultant Level (ii)),Wright Flyers Aviation Institute - Town Campus,certificate
Diploma in Air Travel Operations/Computerized Tourism Management (Consultant Level (iii)),Wright Flyers Aviation Institute - Town Campus,certificate
Diploma in Animation,Graffins College - Moi Avenue Campus,certificate
Diploma in Animation,Graffins College - Westlands Campus,certificate
Diploma in Banking (i) and (ii),Wright Flyers Aviation Institute - Town Campus,certificate
Diploma in Biblical Theology,The Catholic University of Eastern Africa - Gaba Campus - Eldoret,certificate
Diploma in Biblical Theology,The Catholic University of Eastern Africa - Kisumu Campus,certificate
Diploma in Biblical Theology,The Catholic University of Eastern Africa - Main Campus - Lang'ata,certificate
Diploma in Biblical Theology,The Catholic University of Eastern Africa - Nairobi City Campus,certificate
Diploma in Building And Construction Technology,Emurua Dikirr Technical Training Institute,certificate
Diploma in Business Administration (DBA),Kisii University - Kisii Town Campus,certificate
Diploma in Business Administration (DBA),Africa Nazarene University - Ongata Rongai Campus,certificate
Diploma in Business Administration (DBA),Kiriri Women's University of Science And Technology - Nkubu Center - Meru,certificate
Diploma in Business Administration (DBA),The Presbyterian University of East Africa - Main Campus - Kikuyu,certificate
Diploma in Business Administration (DBA),Scott Christian University - Main Campus - Machakos,certificate
Diploma in Business Administration (DBA),Meru University of Science and Technology - Main Campus (Nchiru),certificate
Diploma in Business Administration (DBA),Meru University of Science and Technology - Meru Town Campus,certificate
Diploma in Business Administration (DBA),Technical University of Mombasa - Main Campus,certificate
Diploma in Business Administration (DBA),Jomo Kenyatta University of Agriculture and Technology - Juja (Main) Campus,certificate
Diploma in Business Administration (DBA),Jomo Kenyatta University of Agriculture and Technology - Nakuru Center,certificate
Diploma in Business Administration (DBA),Jomo Kenyatta University of Agriculture and Technology - Karen Campus,certificate
Diploma in Business Administration (DBA),Maseno University - Main Campus,certificate
Diploma in Business Administration (DBA),Jaramogi Oginga Odinga University of Science and Technology - Bondo Campus,certificate
Diploma in Business Administration (DBA),Dedan Kimathi University of Technology - Nyeri (Main campus),certificate
Diploma in Business Administration (DBA),Taita Taveta University College - TTUC,certificate
Diploma in Business Administration (DBA),Jomo Kenyatta University of Agriculture and Technology - Arusha Center,certificate
Diploma in Business Administration (DBA),Multimedia University of Kenya - Mbagathi Campus,certificate
Diploma in Business Administration (DBA),Kenya Institute of Professional Studies - Afya Centre Campus,certificate
Diploma in Business Administration (DBA),Kenya Institute of Management - Main Campus,certificate
Diploma in Business Administration (DBA),Kenya Highlands Evangelical University - Main Campus,certificate
Diploma in Business Administration (DBA),Kenya Institute of Applied Sciences - Eldoret Campus,certificate
Diploma in Business Administration (DBA),Ramogi Institute of Advanced Technology - Kisumu Main Camus,certificate
Diploma in Business Administration (DBA),Maseno University - Kisumu City Campus,certificate
Diploma in Business Administration (DBA),Dedan Kimathi University of Technology - Nairobi Campus,certificate
Diploma in Business Administration (DBA),Kisii University - Nyamira Campus,certificate
Diploma in Business Administration (DBA),Kenyatta University - Arusha Campus,certificate
Diploma in Business Administration (DBA),Jomo Kenyatta University of Agriculture and Technology - Kisii Center,certificate
Diploma in Business Administration (DBA),Jomo Kenyatta University of Agriculture and Technology - Mombasa Center,certificate
Diploma in Business Administration (DBA),Muranga University College - Muranga Town Campus,certificate
Diploma in Business Administration (DBA),Cooperative University College of Kenya - Main campus in Karen,certificate
Diploma in Business Administration (DBA),Kenya Methodist University - Maua Centre,certificate
Diploma in Business Administration (DBA),Jomo Kenyatta University of Agriculture and Technology - Kitale Centre,certificate
Diploma in Business Administration (DBA),Kenya Methodist University - Main Campus - Meru,certificate
Diploma in Business Administration (DBA),East Africa School of Theology - Main Campus - Buruburu,certificate
Diploma in Business Administration (DBA),Kenya Institute of Business and Counselling Studies - KIBCo,certificate
Diploma in Business Administration (DBA),Riccatti Business College of East Africa - Main Institution,certificate
Diploma in Business Administration (DBA),Australian Studies Institute - Nairobi,certificate
Diploma in Business Administration (DBA),Century Park College - Machakos,certificate
Diploma in Business Administration (DBA),United Africa College - Main Campus,certificate
Diploma in Business Administration (DBA),Oshwal College - Parklands,certificate
Diploma in Business Administration (DBA),Kaiboi Technical Training Institute - Eldoret,certificate
Diploma in Business Administration (DBA),Bungoma Technical Training - Namwacha Campus,certificate
Diploma in Business Administration (DBA),Coast Institute of Technology - Voi,certificate
Diploma in Business Administration (DBA),Star College of Management Studies - Nairobi,certificate
Diploma in Business Administration (DBA),Institute of Advanced Technology - School of Business,certificate
Diploma in Business Administration (DBA),Institute of Advanced Technology - Loita Campus,certificate
Diploma in Business Administration (DBA),Meru Technical Training Institute - Meru,certificate
Diploma in Business Administration (DBA),Nairobi Technical Training Institute - Nairobi,certificate
Diploma in Business information Technology (DBIT),Kisii University - Kisii Town Campus,certificate
Diploma in Business information Technology (DBIT),The Catholic University of Eastern Africa - Nairobi City Campus,certificate
Diploma in Business information Technology (DBIT),Kenya Methodist University - Main Campus - Meru,certificate
Diploma in Business information Technology (DBIT),Kenya Methodist University - Nyeri Campus,certificate
Diploma in Business information Technology (DBIT),Kenya Methodist University - Nakuru Campus,certificate
Diploma in Business information Technology (DBIT),Kenya Methodist University - Nairobi Campus,certificate
Diploma in Business information Technology (DBIT),Kenya Methodist University - Mombasa Campus,certificate
Diploma in Business information Technology (DBIT),Gretsa University - Thika Campus,certificate
Diploma in Business information Technology (DBIT),KCA University - Ruaraka Campus,certificate
Diploma in Business information Technology (DBIT),Mount Kenya University - Main Campus,certificate
Diploma in Business information Technology (DBIT),The Presbyterian University of East Africa - Main Campus - Kikuyu,certificate
Diploma in Business information Technology (DBIT),Strathmore University - Strathmore University,certificate
Diploma in Business information Technology (DBIT),The East African University - Karen Campus,certificate
Diploma in Business information Technology (DBIT),Meru University of Science and Technology - Main Campus (Nchiru),certificate
Diploma in Business information Technology (DBIT),Jomo Kenyatta University of Agriculture and Technology - Westlands Campus (Former Nairobi Campus),certificate
Diploma in Business information Technology (DBIT),Jomo Kenyatta University of Agriculture and Technology - Nakuru Center,certificate
Diploma in Business information Technology (DBIT),Jomo Kenyatta University of Agriculture and Technology - Karen Campus,certificate
Diploma in Business information Technology (DBIT),Technical University of Kenya - Main Campus,certificate
Diploma in Business information Technology (DBIT),Taita Taveta University College - TTUC,certificate
Diploma in Business information Technology (DBIT),Zetech University - Pioneer Campus,certificate
Diploma in Business information Technology (DBIT),Jomo Kenyatta University of Agriculture and Technology - Arusha Center,certificate
Diploma in Business information Technology (DBIT),Jomo Kenyatta University of Agriculture and Technology - Juja (Main) Campus,certificate
Diploma in Business information Technology (DBIT),Daystar University - Nairobi Campus,certificate
Diploma in Business information Technology (DBIT),St. Paul's University - Limuru Campus,certificate
Diploma in Business information Technology (DBIT),Machakos Institute of Technology - Main Campus,certificate
Diploma in Business information Technology (DBIT),Kisii University - Nyamira Campus,certificate
Diploma in Business information Technology (DBIT),Kenyatta University - Arusha Campus,certificate
Diploma in Business information Technology (DBIT),Jomo Kenyatta University of Agriculture and Technology - Nairobi CBD Center,certificate
Diploma in Business information Technology (DBIT),Muranga University College - Muranga Town Campus,certificate
Diploma in Business information Technology (DBIT),Jomo Kenyatta University of Agriculture and Technology - Mombasa Center,certificate
Diploma in Business information Technology (DBIT),Jomo Kenyatta University of Agriculture and Technology - Kitale Centre,certificate
Diploma in Business information Technology (DBIT),Kirinyaga University College - Main Campus,certificate
Diploma in Business information Technology (DBIT),Kirinyaga University College - Kerugoya Town Campus,certificate
Diploma in Business information Technology (DBIT),Cooperative University College of Kenya - Main campus in Karen,certificate
Diploma in Business information Technology (DBIT),The East African University - Kitengela Campus,certificate
Diploma in Business information Technology (DBIT),Graffins College - Westlands Campus,certificate
Diploma in Business information Technology (DBIT),Alphax College - Eldoret Town Centre,certificate
Diploma in Business Management,Laikipia University - Maralal Campus,certificate
Diploma in Business Management,Laikipia University - Nyahururu Campus,certificate
Diploma in Business Management,Laikipia University - Naivasha Campus,certificate
Diploma in Business Management,Kenya Methodist University - Main Campus - Meru,certificate
Diploma in Business Management,Kenya Methodist University - Nyeri Campus,certificate
Diploma in Business Management,Kenya Methodist University - Nakuru Campus,certificate
Diploma in Business Management,Kenya Methodist University - Nairobi Campus,certificate
Diploma in Business Management,Kenya Methodist University - Mombasa Campus,certificate
Diploma in Business Management,Strathmore University - Strathmore University,certificate
Diploma in Business Management,St. Paul's University - Limuru Campus,certificate
Diploma in Business Management,Gretsa University - Thika Campus,certificate
Diploma in Business Management,KCA University - Ruaraka Campus,certificate
Diploma in Business Management,Mount Kenya University - Main Campus,certificate
Diploma in Business Management,Karatina University - Main Campus - Kagochi,certificate
Diploma in Business Management,Karatina University - Nanyuki Campus,certificate
Diploma in Business Management,Karatina University - Karatina Town Campus,certificate
Diploma in Business Management,South Eastern Kenya University - Main Campus,certificate
Diploma in Business Management,South Eastern Kenya University - Tala Town Campus,certificate
Diploma in Business Management,South Eastern Kenya University - Mtito Andei Town Campus,certificate
Diploma in Business Management,South Eastern Kenya University - Kitui Town Campus,certificate
Diploma in Business Management,South Eastern Kenya University - Machakos Town Campus,certificate
Diploma in Business Management,Pwani University - Main Campus,certificate
Diploma in Business Management,Technical University of Mombasa - Main Campus,certificate
Diploma in Business Management,Technical University of Mombasa - Ukunda Satellite Campus,certificate
Diploma in Business Management,Technical University of Mombasa - Lamu Satellite Campus,certificate
Diploma in Business Management,Chuka University - Main Campus,certificate
Diploma in Business Management,Kenyatta University - Main Campus,certificate
Diploma in Business Management,Kenyatta University - Nyeri Campus,certificate
Diploma in Business Management,Kenyatta University - Kitui Campus,certificate
Diploma in Business Management,Masinde Muliro University of Science and Technology - Main Campus,certificate
Diploma in Business Management,Masinde Muliro University of Science and Technology - Bungoma Campus,certificate
Diploma in Business Management,Masinde Muliro University of Science and Technology - Ebunangwe Campus,certificate
Diploma in Business Management,Kenyatta University - City Center Campus,certificate
Diploma in Business Management,Kenyatta University - Mombasa Campus,certificate
Diploma in Business Management,Maasai Mara University - Main Campus,certificate
Diploma in Business Management,Technical University of Kenya - Main Campus,certificate
Diploma in Business Management,University of Eldoret - Main Campus,certificate
Diploma in Business Management,Moi University - Main Campus,certificate
Diploma in Business Management,Moi University - Kitale Campus,certificate
Diploma in Business Management,Nairobi Institute of Business Studies - Thika Road Campus,certificate
Diploma in Business Management,Highlands State College - Nairobi CBD Campus,certificate
Diploma in Business Management,Riara University - Main Campus,certificate
Diploma in Business Management,Umma University - Thika Campus,certificate
Diploma in Business Management,Africa International University - Africa International University,certificate
Diploma in Business Management,Nairobi Aviation College - Dayasons Branch,certificate
Diploma in Business Management,Kenya Institute of Professional Studies - Afya Centre Campus,certificate
Diploma in Business Management,Kirinyaga University College - Main Campus,certificate
Diploma in Business Management,Machakos Institute of Technology - Main Campus,certificate
Diploma in Business Management,Rift Valley Institute of Science and Technology - Main Campus,certificate
Diploma in Business Management,Kenya Institute of Management - Main Campus,certificate
Diploma in Business Management,Kenya Highlands Evangelical University - Main Campus,certificate
Diploma in Business Management,Kiambu Institute of Science and Technology - Main Campus,certificate
Diploma in Business Management,The University of Nairobi - Kisumu Campus,certificate
Diploma in Business Management,The University of Nairobi - Mombasa Campus,certificate
Diploma in Business Management,South Eastern Kenya University - Nairobi Town Campus,certificate
Diploma in Business Management,South Eastern Kenya University - Wote Town Campus,certificate
Diploma in Business Management,Technical University of Mombasa - Kwale Satellite Campus,certificate
Diploma in Business Management,Moi University - Coast Campus,certificate
Diploma in Business Management,The University of Nairobi - Kikuyu Campus,certificate
Diploma in Business Management,Chuka University - Embu Campus,certificate
Diploma in Business Management,Chuka University - Igembe Campus,certificate
Diploma in Business Management,Laikipia University - Nairobi Campus,certificate
Diploma in Business Management,Kenyatta University - Dadaab Campus,certificate
Diploma in Business Management,Muranga University College - Muranga Town Campus,certificate
Diploma in Business Management,Kirinyaga University College - Kerugoya Town Campus,certificate
Diploma in Business Management,Machakos University College - Main Campus,certificate
Diploma in Business Management,Kibabii University College - Main Campus,certificate
Diploma in Business Management,University of Eldoret - Eldoret Town Campus,certificate
Diploma in Business Management,Kibabii University College - Bungoma Campus,certificate
Diploma in Business Management,Maasai Mara University - Nyandarua Campus,certificate
Diploma in Business Management,Zetech University - Agriculture House Campus,certificate
Diploma in Business Management,Marist International University College - Marist International University College,certificate
Diploma in Business Management,Rongo University College - Main Campus - Kitere Hill,certificate
Diploma in Business Management,East African Institute of Certified Studies - EAICS,certificate
Diploma in Business Management,Sacred Training Institute - Nairobi Campus,certificate
Diploma in Business Management,Sacred Lake Institute of Technology - Meru,certificate
Diploma in Business Management,International Centre of Technology - Thika,certificate
Diploma in Business Management,Graffins College - Westlands Campus,certificate
Diploma in Business Management,Nkabune Technical Training Institute - Meru,certificate
Diploma in Business Management,Alphax College - Eldoret Town Centre,certificate
Diploma in Business Management,East African School of Aviation - Embakasi,certificate
Diploma in Business Management,Tom Mboya Labour College - Kisumu,certificate
Diploma in Business Management,Gusii Institute of Technology - Kisii,certificate
Diploma in Business Management,Kenya Technical Teachers College - Gigiri,certificate
Diploma in Business Management,Nakuru Training Institute - Nakuru,certificate
Diploma in Business Management,Kitale Technical Training Institute - Kitale,certificate
Diploma in Business Management,Rift Valley Technical Training Institute - Eldoret,certificate
Diploma in Business Management,Pioneer's Training Institute - Buru Buru Campus,certificate
Diploma in Business Management,Star College of Management Studies - Nairobi,certificate
Diploma in Business Management,Institute of Advanced Technology - Loita Campus,certificate
Diploma in Business Management,Shanzu Teachers Training College - Mombasa,certificate
Diploma in Business Management,Skynet Business College - Nairobi Campus,certificate
Diploma in Business Management,Vision Institute of Professionals - Paramount Plaza Campus,certificate
Diploma in Business Management,Kenya Institute of Social Work and Community Development - NACICO Campus,certificate
Diploma in Business Management,East Africa School of Management - City Campus,certificate
Diploma in Business Management,Nairobi Technical Training Institute - Nairobi,certificate
Diploma in Business Management,Amboseli Institute of Hospitality and Technology - Thika,certificate
Diploma in Business Management,Mombasa Aviation Training Institute - Mombasa,certificate
Diploma in Business Management,Lukenya University - Lukenya,certificate
Diploma in Business Management,Lukenya University - Kibwezi,certificate
Diploma in Business Management,Thika Institute of Business Studies - Highway Campus,certificate
Diploma in Business Management,Thika Institute of Business Studies - Thika Town Campus,certificate
Diploma in Business Management,Vision Stars Training Institute - Nature House,certificate
Diploma in Business Management,Thika School of Medical and Health Sciences - Kisumu Campus,certificate
Diploma in Business Management,Thika School of Medical and Health Sciences - Kitui Campus,certificate
Diploma in Business Management,Thika School of Medical and Health Sciences - Mombasa Campus,certificate
Diploma in Business Management,Thika School of Medical and Health Sciences - Nairobi,certificate
Diploma in Business Management,Kenya Institute of Development Studies - Naivasha Campus - Oserian Estate,certificate
Diploma in Business Management,Kenya Institute of Development Studies - Tumaini House - Main Campus,certificate
Diploma in Business Management,College of Human Resource Management - Ufundi Co-op Plaza,certificate
Diploma in Business Management,The Catholic University of Eastern Africa - Gaba Campus - Eldoret,certificate
Diploma in Business Management,The Catholic University of Eastern Africa - Kisumu Campus,certificate
Diploma in Business Management,The Catholic University of Eastern Africa - Main Campus - Lang'ata,certificate
Diploma in Business Management,The Catholic University of Eastern Africa - Nairobi City Campus,certificate
Diploma in Business Management,Graffins College - Moi Avenue Campus,certificate
Diploma in Business Management,Rifkins College,certificate
Diploma in Business Management,Rifkins College,certificate
Diploma in Business Management,Kabete National Polytechnic,certificate
Diploma in Business Management,Ahmed Shahame Mwidani Technical Training Institute,certificate
Diploma in Business Management,Kenyatta University TVET,certificate
Diploma in Business Management,Aldai Technical Training Institute,certificate
Diploma in Business Management,Alupe University,certificate
Diploma in Business Management,Baringo Technical College,certificate
Diploma in Business Management,Bomet Central Technical and Vocational College,certificate
Diploma in Business Management,Bomet University College,certificate
Diploma in Business Management,Bondo Technical Training Institute,certificate
Diploma in Business Management,Bumbe Technical Training Institute,certificate
Diploma in Business Management,Bunyala Technical and Vocational College,certificate
Diploma in Business Management,Butere Technical And Vocational College,certificate
Diploma in Business Management,Chepalungu Technical Training Institute,certificate
Diploma in Business Management,Chuka Technical and Vocational College,certificate
Diploma in Business Management,The Eldoret National Polytechnic,certificate
Diploma in Business Management,Emining Technical Training Institute,certificate
Diploma in Business Management,Emurua Dikirr Technical Training Institute,certificate
Diploma in Business Management,Friends National Polytechnic Kaimosi,certificate
Diploma in Business Management,Garissa University,certificate
Diploma in Business Management,Gatanga Technical and Vocational College,certificate
Diploma in Business Management,Gatundu South Technical and Vocational College,certificate
Diploma in Business Management,Githunguri Technical and Vocational College,certificate
Diploma in Business Management,Godoma Technical Training Institute,certificate
Diploma in Business Management,Heroes Technical and Vocational College,certificate
Diploma in Business Management,Islamic University of Kenya,certificate
Diploma in Business Management,Jeremiah Nyagah National Polytechnic,certificate
Diploma in Business Management,JKUAT TVET,certificate
Diploma in Business Management,Kaiboi National Polytechnic,certificate
Diploma in Business Management,Kaimosi Friends University,certificate
Diploma in Business Management,Kakrao Technical and Vocational College,certificate
Diploma in Business Management,Kamukunji Technical and Vocational College,certificate
Diploma in Business Management,Kandara Technical and Vocational College,certificate
Diploma in Business Management,Karen Technical Training Institute For The Deaf,certificate
Diploma in Business Management,Katine Technical Training Institute,certificate
Diploma in Business Management,Kendege Technical and Vocational College,certificate
Diploma in Business Management,Kenya Coast National Polytechnic,certificate
Diploma in Business Management Module 1,Kenya Industrial Training Institute - Nakuru - Solai Road,certificate
Diploma in Business Management Module 1,Eldama Ravine Technical And Vocational College,certificate
Diploma in Business Management Module I,Dima College - Hamburg House,certificate
Diploma in Business Management(I) and (II),Wright Flyers Aviation Institute - Town Campus,certificate
Diploma in Business Studies and Administration,Thika College of Banking and Accountancy - Thika Campus,certificate
Diploma in Business Studies and Administration,Thika College of Banking and Accountancy - Nairobi Campus,certificate
Diploma in Charismatic and Healing Ministry,The Catholic University of Eastern Africa - Gaba Campus - Eldoret,certificate
Diploma in Charismatic and Healing Ministry,The Catholic University of Eastern Africa - Kisumu Campus,certificate
Diploma in Charismatic and Healing Ministry,The Catholic University of Eastern Africa - Main Campus - Lang'ata,certificate
Diploma in Charismatic and Healing Ministry,The Catholic University of Eastern Africa - Nairobi City Campus,certificate
Diploma in Church and Mission,The Catholic University of Eastern Africa - Gaba Campus - Eldoret,certificate
Diploma in Church and Mission,The Catholic University of Eastern Africa - Kisumu Campus,certificate
Diploma in Church and Mission,The Catholic University of Eastern Africa - Main Campus - Lang'ata,certificate
Diploma in Church and Mission,The Catholic University of Eastern Africa - Nairobi City Campus,certificate
Diploma in Church Planting & Apostleship,Beam International Training Centre - Kitengela Campus,certificate
Diploma in Church Planting & Apostleship,Beam International Training Centre - Kisii Campus,certificate
Diploma in Church Planting & Apostleship,Beam International Training Centre - Jasho House Campus,certificate
Diploma in Church Planting & Apostleship,Beam International Training Centre - Development house Campus,certificate
Diploma in Clearing and Forwarding Module I,Dima College - Hamburg House,certificate
